Electricity_Access,Internet_Usage,GDP_Per_Capita,School_Enrollment,Life_Expectancy,Urban_Population,Country Code,Short Name,Region
98.01666666666667,50.19166666666666,7599.55382368982,116.87608370432343,70.43150000000001,51.18333333333333,VCT,St. Vincent and the Grenadines,Latin America & Caribbean
99.56666666666666,52.27499999999999,13147.680841257028,86.1746311187744,72.61683333333332,88.17875,VEN,"Venezuela, República Bolivariana de",Latin America & Caribbean
99.51666666666667,53.48,10176.97651728053,96.79362996419275,76.39166666666667,46.80775,VGB,British Virgin Islands,Latin America & Caribbean
100.0,47.6875,37224.459479028046,96.54323514302565,79.07621951219512,95.37683333333332,VIR,Virgin Islands (US),Latin America & Caribbean
99.14166666666667,51.76666666666667,2741.2740953014713,91.34852915102624,74.04975,34.18866666666667,VNM,Viet Nam,East Asia & Pacific
53.925000000000004,24.474999999999998,3047.978056385022,54.83276318539633,70.16933333333334,25.02916666666667,VUT,Vanuatu,East Asia & Pacific
98.0,30.208333333333332,4038.05428893028,82.3200263892889,71.04766666666667,18.839166666666667,WSM,Samoa,East Asia & Pacific
100.0,86.65,3934.5917562084437,102.54673957824707,75.96941666666667,68.055,XKX,Kosovo,Europe & Central Asia
68.0,19.61111111111111,990.2786448235462,43.89947586059572,67.0075,35.11483333333334,YEM,"Yemen, Republic of","Middle East, North Africa, Afghanistan & Pakistan"
85.44166666666666,52.98333333333333,6928.216479068972,104.06614823774854,63.331500000000005,65.06433333333332,ZAF,South Africa,Sub-Saharan Africa
34.9,11.933333333333332,1427.8624535106367,45.53009147644044,60.5995,42.21183333333333,ZMB,Zambia,Sub-Saharan Africa
42.224999999999994,20.575,1630.3699216795546,52.1813850402832,58.234416666666654,32.507083333333334,ZWE,Zimbabwe,Sub-Saharan Africa
